,ACCESSION,TAXON_ID,LINEAGE,TITLE
234,XM_026320191.1,205130,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Anabantaria', 'Synbranchiformes', 'Mastacembeloidei', 'Mastacembelidae', 'Mastacembelus', 'Mastacembelus armatus']","PREDICTED: Mastacembelus armatus brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
235,XM_020605233.1,43700,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Anabantaria', 'Synbranchiformes', 'Synbranchoidei', 'Synbranchidae', 'Monopterus', 'Monopterus albus']","PREDICTED: Monopterus albus brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
236,XM_028401977.1,210632,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Ovalentaria incertae sedis', 'Ambassidae', 'Parambassis', 'Parambassis ranga']","PREDICTED: Parambassis ranga brain derived neurotrophic factor (bdnf), mRNA"
237,XM_030376135.1,8049,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Paracanthomorphacea', 'Zeiogadaria', 'Gadariae', 'Gadiformes', 'Gadoidei', 'Gadidae', 'Gadus', 'Gadus morhua']","PREDICTED: Gadus morhua brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
238,XM_010793243.1,8208,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Perciformes', 'Notothenioidei', 'Nototheniidae', 'Notothenia', 'Notothenia coriiceps']","PREDICTED: Notothenia coriiceps brain-derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
239,XM_029461496.1,56716,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Perciformes', 'Notothenioidei', 'Bovichtidae', 'Cottoperca', 'Cottoperca gobio']","PREDICTED: Cottoperca gobio brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
240,XM_030131251.1,375764,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Gobiaria', 'Kurtiformes', 'Apogonoidei', 'Apogonidae', 'Apogoninae', 'Sphaeramia', 'Sphaeramia orbicularis']","PREDICTED: Sphaeramia orbicularis brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
241,XM_028581783.1,8167,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Perciformes', 'Percoidei', 'Percidae', 'Percinae', 'Perca', 'Perca flavescens']","PREDICTED: Perca flavescens brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
242,XM_031276596.2,283035,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Perciformes', 'Percoidei', 'Percidae', 'Luciopercinae', 'Sander', 'Sander lucioperca']","PREDICTED: Sander lucioperca brain-derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
243,XM_032509793.1,54343,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Perciformes', 'Percoidei', 'Percidae', 'Etheostomatinae', 'Etheostoma', 'Oligocephalus', 'Etheostoma spectabile']","PREDICTED: Etheostoma spectabile brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
244,XM_030413189.1,8175,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Spariformes', 'Sparidae', 'Sparus', 'Sparus aurata']","PREDICTED: Sparus aurata brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
245,XM_031846789.1,433405,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Perciformes', 'Cottioidei', 'Zoarcales', 'Anarhichadidae', 'Anarrhichthys', 'Anarrhichthys ocellatus']","PREDICTED: Anarrhichthys ocellatus brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
246,XM_019260722.2,215358,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Eupercaria incertae sedis', 'Sciaenidae', 'Larimichthys', 'Larimichthys crocea']","PREDICTED: Larimichthys crocea brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
247,XM_023287611.2,80972,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Ovalentaria incertae sedis', 'Pomacentridae', 'Amphiprion', 'Amphiprion ocellaris']","PREDICTED: Amphiprion ocellaris brain-derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
248,XM_022201096.1,80966,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Ovalentaria incertae sedis', 'Pomacentridae', 'Acanthochromis', 'Acanthochromis polyacanthus']","PREDICTED: Acanthochromis polyacanthus brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
249,XM_008293095.1,144197,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Ovalentaria incertae sedis', 'Pomacentridae', 'Stegastes', 'Stegastes partitus']","PREDICTED: Stegastes partitus brain-derived neurotrophic factor (bdnf), mRNA"
250,XM_020713401.2,8090,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Atherinomorphae', 'Beloniformes', 'Adrianichthyoidei', 'Adrianichthyidae', 'Oryziinae', 'Oryzias', 'Oryzias latipes']","PREDICTED: Oryzias latipes brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
251,XM_024296236.2,30732,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Atherinomorphae', 'Beloniformes', 'Adrianichthyoidei', 'Adrianichthyidae', 'Oryziinae', 'Oryzias', 'Oryzias melastigma']","PREDICTED: Oryzias melastigma brain-derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
252,XM_019867195.1,109280,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Syngnathiaria', 'Syngnathiformes', 'Syngnathoidei', 'Syngnathidae', 'Hippocampinae', 'Hippocampus', 'Hippocampus comes']","PREDICTED: Hippocampus comes brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
253,XM_005466922.3,8128,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis', 'Oreochromis niloticus']","PREDICTED: Oreochromis niloticus brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
254,XM_031744875.1,47969,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis', 'Oreochromis aureus']","PREDICTED: Oreochromis aureus brain derived neurotrophic factor (bdnf), mRNA"
255,XM_005937203.2,8153,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Haplochromis', 'Haplochromis burtoni']","PREDICTED: Haplochromis burtoni brain-derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
256,XM_026166368.1,8154,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Astatotilapia', 'Astatotilapia calliptera']","PREDICTED: Astatotilapia calliptera brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
257,XM_004543257.3,106582,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Maylandia', 'Maylandia zebra complex', 'Maylandia zebra']","PREDICTED: Maylandia zebra brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
258,XM_005724258.1,303518,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Pundamilia', 'Pundamilia nyererei']","PREDICTED: Pundamilia nyererei brain-derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
259,XM_006780263.1,32507,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Lamprologini', 'Neolamprologus', 'Neolamprologus brichardi']","PREDICTED: Neolamprologus brichardi brain-derived neurotrophic factor-like (LOC102782281), transcript variant X1, mRNA"
260,XM_030724800.1,63155,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'New World cichlids', 'Cichlasomatinae', 'Heroini', 'Archocentrus', 'Archocentrus centrarchus']","PREDICTED: Archocentrus centrarchus brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
261,XM_020632519.2,56723,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Labriformes', 'Labridae', 'Labrus', 'Labrus bergylta']","PREDICTED: Labrus bergylta brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
262,XM_029144763.1,158456,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Anabantaria', 'Anabantiformes', 'Anabantoidei', 'Osphronemidae', 'Macropodinae', 'Betta', 'Betta splendens']","PREDICTED: Betta splendens brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
263,XM_020939026.1,150288,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Oxudercinae', 'Boleophthalmus', 'Boleophthalmus pectinirostris']","PREDICTED: Boleophthalmus pectinirostris brain derived neurotrophic factor (bdnf), mRNA"
264,XM_020053030.2,8010,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Protacanthopterygii', 'Esociformes', 'Esocidae', 'Esox', 'Esox lucius']","PREDICTED: Esox lucius brain-derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
265,XM_023810716.1,1676925,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Osteoglossocephala', 'Osteoglossomorpha', 'Osteoglossiformes', 'Mormyridae', 'Paramormyrops', 'Paramormyrops kingsleyae']","PREDICTED: Paramormyrops kingsleyae brain-derived neurotrophic factor-like (LOC111843262), transcript variant X1, mRNA"
266,XM_015338619.1,7918,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Holostei', 'Semionotiformes', 'Lepisosteidae', 'Lepisosteus', 'Lepisosteus oculatus']","PREDICTED: Lepisosteus oculatus brain-derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
267,XM_028794224.1,27687,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Cladistia', 'Polypteriformes', 'Polypteridae', 'Erpetoichthys', 'Erpetoichthys calabaricus']","PREDICTED: Erpetoichthys calabaricus brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
268,XM_020536678.1,259920,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Chondrichthyes', 'Elasmobranchii', 'Selachii', 'Galeomorphii', 'Galeoidea', 'Orectolobiformes', 'Rhincodontidae', 'Rhincodon', 'Rhincodon typus']","PREDICTED: Rhincodon typus brain-derived neurotrophic factor-like (LOC109938236), mRNA"
269,XM_033038635.1,386614,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Chondrichthyes', 'Elasmobranchii', 'Batoidea', 'Rajiformes', 'Rajidae', 'Amblyraja', 'Amblyraja radiata']","PREDICTED: Amblyraja radiata brain derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
270,XM_007887667.1,7868,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Chondrichthyes', 'Holocephali', 'Chimaeriformes', 'Callorhinchidae', 'Callorhinchus', 'Callorhinchus milii']","PREDICTED: Callorhinchus milii brain-derived neurotrophic factor (bdnf), transcript variant X1, mRNA"
271,XM_029582984.1,194408,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amphibia', 'Gymnophiona', 'Rhinatrematidae', 'Rhinatrema', 'Rhinatrema bivittatum']","PREDICTED: Rhinatrema bivittatum brain derived neurotrophic factor (BDNF), transcript variant X1, mRNA"
